Room_ID,DayType,Occupancy,Ventilation_Status,CO2,PM2.5,Humidity,Temperature,AQ_Label
1,0,7,1,492,35.2,49.8,20,1
2,1,10,0,640,47,54.9,21.3,1
1,1,4,1,400,24.5,40.8,24,0
1,0,11,1,439,24.5,44.2,24.7,0
1,1,4,0,477,36.6,64.4,20.6,1
4,0,27,1,704,46.3,54.1,24.1,1
2,0,16,2,400,3,52.3,20,1
1,1,12,1,475,19.1,43.8,23.1,0
3,0,10,1,542,18.5,50.6,21.4,0
3,0,1,0,451,43.2,61.3,21.4,1
4,0,10,1,400,21.1,42.9,21.8,0
1,0,31,1,747,32.9,56.4,26.3,0
1,0,28,2,614,19.5,52.9,22.1,0
1,0,22,0,653,24.2,61.4,23.9,1
2,0,8,1,400,36.5,52.6,20.9,1
2,1,3,1,443,22.3,40.7,23.1,0
1,0,14,1,532,31.3,49,20.9,1
3,1,1,0,582,50.8,42.9,26.3,1
2,0,32,2,721,32.9,53.2,26.5,0
1,0,11,1,499,15.1,39.7,22.6,1
1,0,36,1,933,21.3,49.1,29.4,1
3,0,8,0,648,53.7,50.3,28.8,1
3,1,16,1,519,18.6,44.1,20.4,1
3,0,24,1,731,26.7,50.9,28.7,1
2,0,6,0,455,48.2,54.2,21,1
3,0,13,1,587,19,43,24.6,0
2,0,5,0,538,32.8,53.8,28.9,1
4,1,8,2,400,5.9,50.4,25.8,0
4,1,7,0,525,47.1,62.1,23.7,1
4,0,7,0,498,39.4,48,27,1
1,1,15,0,619,42,53.8,21.5,1
3,1,8,2,400,12.7,49.2,20.1,1
4,0,7,0,577,38.5,45.5,25.2,1
2,1,5,1,442,9.6,48,25.4,0
4,0,11,2,400,15.8,46.4,27,0
1,0,10,1,489,13.2,43.8,24.7,0
3,0,1,0,479,31.3,43.6,23.4,0
4,0,11,1,514,14.8,45.4,23.1,0
2,0,8,1,420,3,42.2,24,0
3,0,14,1,486,26.2,39.7,22.6,1
1,0,2,2,400,30.4,45,22.5,0
2,0,7,0,598,38.9,59.4,20,1
2,1,7,1,437,27.9,39.8,20.1,1
1,1,1,2,400,34.9,35.3,25,1
1,0,14,2,400,22.8,43.5,26.5,0
2,1,7,1,453,25.4,42.5,25.4,0
3,0,22,2,451,14.7,53.5,25.8,0
2,1,13,0,679,43,51.6,30.6,2
4,1,10,0,555,41.2,52.7,20,1
2,0,5,0,550,51.9,47.2,29.4,1
4,1,6,0,565,5.4,51.9,20.9,1
2,0,24,0,829,34.1,59.1,23.1,1
1,0,1,0,475,33.6,48.3,27,1
3,0,9,2,400,18.3,56,20,1
4,1,14,0,664,28.4,53.9,27.4,1
2,0,17,0,693,50.4,49.8,26.7,1
4,0,8,1,446,14.3,48.7,26.7,0
3,0,6,2,400,6.7,41.6,22.1,0
4,1,3,0,472,29.8,46.8,29.1,1
3,0,9,1,463,42.7,45,20.6,1
2,0,16,1,538,18.5,55.4,22.3,0
2,0,10,2,400,17.3,39,26.4,1
2,1,0,1,400,24.1,50.4,21.1,0
3,1,4,0,534,29,62.9,28.1,1
1,0,22,2,534,25.2,53.6,25.2,0
3,1,9,0,593,41.6,51.3,20.9,1
3,0,12,1,505,41.2,44.7,21.5,1
4,0,29,0,739,44.1,59.4,27.7,1
2,0,14,2,400,26,40.2,26.4,0
3,0,7,0,590,24.7,47,29.9,1
2,1,5,2,400,19.6,45.4,26.7,0
3,1,12,0,623,22.8,61.9,23.9,1
2,0,30,2,522,19.9,59.6,25,0
4,1,10,1,456,6.5,42.3,21.6,0
1,0,16,1,571,40.1,46.5,27.9,1
2,1,5,0,483,32.7,49,29.3,1
3,0,6,0,562,56,54.7,28,1
3,0,4,0,518,29.7,53.2,21.8,0
3,1,6,2,400,3,51.3,27.6,1
3,1,7,1,416,31.9,42.5,27,0
4,1,10,2,400,26.9,45.6,26.5,0
3,1,10,1,494,7.7,46.1,24.2,0
4,1,7,0,560,18.2,47.8,28.3,1
4,0,23,0,782,41.4,56.8,27.3,1
1,0,11,0,541,39.2,47.9,24.7,1
1,1,3,0,525,22.6,47.1,24.9,0
4,0,31,1,896,17.2,54.8,24.6,1
2,0,8,0,604,32.7,52.3,29.8,1
2,0,14,1,520,25.3,47.8,22,0
4,0,10,0,568,42.1,47.6,21.5,1
3,0,24,2,425,13.5,57.4,24.2,0
2,0,28,1,756,24.7,56.3,25.3,0
2,0,14,1,475,23.9,35.9,23.5,1
3,1,0,0,487,27.8,66.2,25.3,1
2,0,28,2,632,11.7,52.8,23.3,0
2,1,7,1,400,31.2,50.8,21,1
2,0,13,0,628,24.3,48.1,25.4,0
1,0,8,0,513,36.5,44.3,22.3,1
4,1,6,1,425,42,50.8,20.1,1
4,0,17,0,710,44.4,58.9,20.6,1
1,0,16,0,726,31.2,59.1,22.4,0
1,0,29,2,606,25,49.9,20.8,1
1,0,30,1,653,26.7,59.8,27.5,1
1,0,32,0,750,35,69.8,24.2,1
1,0,6,2,400,21.1,43.6,20,1
2,0,3,1,400,35.2,55.7,20,1
2,1,10,0,538,3,61.7,21.9,1
2,0,33,2,670,22.3,53.8,26.3,0
4,0,12,1,508,28.1,51.1,22,0
2,0,5,0,524,21.9,51.1,21.6,0
1,1,5,1,400,35.9,42.1,25.6,1
2,0,17,2,400,19.4,38.2,22.1,1
3,1,7,0,554,24,58.6,28.2,1
3,0,12,2,400,25.6,54.7,22.8,0
1,0,27,0,741,29.7,66.2,25.6,1
3,0,14,1,647,30.9,53.9,22.3,0
4,0,5,1,400,28.9,51.3,20.1,1
2,0,7,0,530,44,54.8,28.1,1
4,1,7,1,449,23.2,48.5,21.2,0
4,1,7,0,521,31.2,56.4,28.6,1
1,0,14,1,542,33.5,37.8,22.7,1
1,0,5,1,400,42.4,45.4,21,1
4,0,8,2,400,7.6,46.9,20.5,1
4,1,12,2,400,20.2,46.3,20,1
1,0,16,2,446,3,42,20,1
4,1,9,1,473,33,38.7,24.9,1
4,0,8,0,594,23.8,52.1,20.7,1
1,1,8,0,476,39,58.9,20.9,1
1,1,4,2,400,3,58.2,24.6,0
2,0,16,1,585,39.6,51.1,26,1
4,0,5,0,541,30.3,51,28.8,1
2,1,7,1,500,21.6,54.7,23.1,0
3,0,31,1,824,30.4,55,28.7,1
4,1,7,1,427,19.9,41.2,20.7,1
1,0,27,0,707,27.7,58.6,26.5,0
2,0,6,0,569,44.8,47.3,26.4,1
2,0,21,0,815,25.2,64.2,26.2,1
1,0,9,1,529,25.7,41.1,21.7,0
1,1,8,0,529,24.7,39.2,22.7,1
4,0,21,0,744,8.2,56.6,25.6,0
3,1,0,0,471,13.5,46.2,23.2,0
3,1,0,0,455,48.5,50.7,26,1
1,0,23,0,877,35,56.4,22.7,1
4,1,6,0,552,35.5,44.5,23.6,1
3,1,7,1,480,24.9,43.5,23,0
2,1,0,0,442,29.3,50.2,27,0
3,1,3,0,505,27.7,47.6,26.6,0
3,1,10,1,439,19.3,42.3,26.8,0
4,0,12,1,463,24.7,39.4,21.1,1
1,0,9,0,570,27.6,54.2,30.1,2
1,0,13,1,600,17.6,46.3,20,1
4,1,10,0,545,14.4,53.8,28.3,1
1,1,10,0,610,23.7,49.5,27.5,1
3,0,19,1,611,26.1,55.6,27.6,1
4,0,26,1,710,19.1,55.6,23.4,0
4,0,6,0,507,29.1,41,25.2,0
4,0,24,0,819,38.9,61.3,22.2,1
1,0,9,0,500,36.8,53.4,28.2,1
4,1,2,0,532,25,60,27.7,1
3,0,16,0,658,43.5,55.7,20,1
2,0,12,0,674,30.3,45.5,23,0
1,0,9,1,446,25.9,46.1,25,0
4,1,13,0,625,17.4,52.5,27,1
3,0,15,0,624,20.6,47.4,25.2,0
3,0,8,0,572,34,46.1,25.4,0
1,0,26,1,544,22.1,50.2,28.5,1
2,0,1,0,503,33.5,58.5,20.5,1
4,0,6,0,481,62.3,55.5,22.8,1
3,0,25,2,488,21.2,56.9,25.1,0
1,0,25,1,777,40,56.7,28.7,1
1,1,8,1,407,15,53.7,27.5,1
4,0,0,2,400,31.8,51.7,20,1
4,1,2,1,400,27.6,57.3,21.2,0
2,0,5,2,400,21.1,45.4,27,0
2,0,15,0,627,33.2,58.9,21.2,0
2,1,6,2,400,6.7,55.2,22.5,0
1,0,31,0,957,15.2,58.4,29,1
3,1,10,1,485,21.5,59.4,27.3,1
2,0,26,2,510,33.8,54,22.4,0
4,1,8,2,400,13.8,55.8,24.5,0
1,0,12,2,400,13.3,45.1,29.4,1
2,1,5,0,502,24,48.6,20.6,1
2,1,9,0,559,32.5,51.6,21.8,0
1,0,16,2,408,46.8,48.2,20,1
3,1,9,2,400,18.6,40.1,20.8,1
1,0,21,0,794,38.4,56.6,29.8,1
4,1,7,0,547,35.8,62.1,23.8,1
2,1,3,0,537,27.4,60.6,27.8,1
4,0,24,2,585,35.5,56.5,21.6,1
2,0,30,1,757,19,54.4,25.8,0
1,0,23,1,653,18.3,52.7,26.8,0
1,1,0,0,429,33.6,49.8,28.9,1
2,1,0,2,400,20.2,38.8,23.8,1
2,0,11,1,514,34.7,57.1,21.6,0
3,0,10,2,400,21.7,40.4,25,0
4,0,15,1,529,27.9,49.3,20,1
4,1,0,1,400,48.6,51.9,20.5,1
3,0,8,1,477,17.7,42.3,20.9,1
4,0,13,0,675,30.1,43.1,23.4,0
4,1,3,0,518,33.9,63.6,21.1,1
4,1,0,1,400,24.8,52.3,25.8,0
3,0,7,0,530,43,56.1,20.4,1
3,0,5,1,400,34.4,43.5,27.3,1
2,0,14,2,400,37.6,50.8,21.8,1
4,0,19,1,537,30.6,58.8,22.3,0
2,1,17,2,400,14.6,54.6,25.3,0
3,1,2,1,400,26.4,54.1,29.7,1
2,1,5,1,417,12.5,41.3,24,0
1,0,11,1,463,37.3,54.2,28.4,1
1,0,17,1,543,21.6,55.3,22.7,0
2,1,11,0,668,30.5,64.8,21.6,1
4,0,20,1,568,17.8,53.3,26.2,0
2,1,2,0,538,31.5,47.6,22.5,0
2,1,6,1,495,24.1,59.6,24.2,0
3,0,27,2,452,26.4,57.1,23.7,0
3,1,10,1,511,3,55.7,25.5,0
2,1,10,0,651,50.9,50.1,28.7,1
1,0,13,1,498,36.4,56.4,20.6,1
2,1,8,2,400,19.6,54.9,24.4,0
1,0,2,0,530,31.1,50.6,28.7,1
3,0,12,1,479,31.2,40.6,22.6,0
3,0,9,0,552,21,42.3,23.8,0
1,1,5,0,555,52.5,60.5,27.6,1
3,0,9,0,579,30.3,52.7,22.6,0
1,0,10,2,400,24.8,38.3,21.2,1
1,1,1,1,400,32.6,59.2,27.7,1
3,0,19,2,515,15.6,54.1,22.7,0
3,0,1,0,448,34.5,46.7,21,0
4,0,0,1,400,17.9,45,22.7,0
2,0,10,0,538,25.3,53.6,21,0
3,0,13,1,495,17.2,44.9,24.2,0
1,0,9,0,544,31.3,52.7,27.1,1
1,0,14,0,617,43.5,58.2,22.6,1
2,1,4,0,476,29.9,45,28,1
4,0,9,0,628,24.2,46.4,25.2,0
4,0,8,0,545,28.7,43.8,27.3,1
3,0,5,2,400,6.1,48.5,20,1
1,0,27,1,657,34.3,55.1,28.6,1
1,1,12,0,682,26.3,65.2,22.8,1
4,0,10,0,628,20.4,55,21.2,0
2,0,10,1,506,31.8,47.1,27.4,1
4,0,8,0,509,46.8,56.9,22.6,1
4,0,10,1,452,6,39.5,22.7,1
4,0,3,0,476,40.4,52.3,22.6,1
4,0,18,0,690,34.4,61.8,24.4,1
4,0,9,0,595,34,47.5,28.2,1
2,0,12,0,714,35.2,60.7,21.3,1
3,0,27,1,765,9.4,59.1,26.8,0
1,0,5,0,482,58.3,48.4,24.7,1
3,0,5,2,400,18.9,42.8,20.6,1
1,1,3,0,452,31.3,58.5,28.3,1
3,0,8,0,552,50.9,46.3,23.4,1
2,0,10,0,651,41.5,50,27.4,1
4,1,4,2,400,6,50.4,22.9,0
4,1,4,1,420,24,42.8,21.8,0
1,1,0,0,421,60.8,50,27.1,1
1,0,20,2,537,19.1,55.2,23,0
2,0,12,0,648,17.9,45.5,26.2,0
4,1,11,0,590,34.3,60.8,24.9,1
3,0,14,1,556,41.5,54.2,24.4,1
4,0,14,0,670,42.6,46.3,29.2,1
1,0,12,1,537,29.1,55.9,21.1,0
4,0,25,1,623,33.5,53.8,26.9,0
4,1,8,2,400,19.9,44,26.3,0
2,0,21,1,616,7.2,61.9,25.6,1
3,0,23,2,400,12.8,52.1,24.9,0
1,0,5,0,520,38.4,44.8,30,1
3,0,1,1,427,20.1,47.9,25.2,0
1,0,16,2,400,21.6,57.4,20,1
4,0,15,1,698,50.6,58.2,25.3,1
2,0,29,0,815,39.2,57.2,27.3,1
1,0,13,0,629,11.7,44,25,0
1,1,7,0,599,41.9,55.6,23.3,1
3,0,7,0,528,34.8,52.7,27.5,1
4,0,12,0,562,20.2,61,20,1
2,0,23,0,814,35.9,58.4,25.1,1
4,1,0,0,468,14.9,51,20.7,1
1,1,0,0,455,30.9,59.8,26.5,0
4,0,18,2,400,43.5,50,20.6,1
2,0,31,0,936,16.8,52.2,27.9,1
1,0,10,2,400,29.8,43.2,20.3,1
1,1,4,0,505,13.9,60.2,27.4,1
2,1,2,1,400,44.5,53.9,21,1
1,0,16,0,707,23.6,49.9,23.5,0
1,1,3,1,400,13.6,46,20,1
3,0,8,0,488,31.8,47.9,22,0
4,1,10,0,500,31,57.1,28.4,1
2,1,0,1,400,18.5,43.7,23.6,0
1,0,19,0,764,57.6,59.1,21.1,1
1,1,8,1,400,42.6,50.5,27.1,1
1,0,33,1,816,10.4,58.3,23.3,1
4,0,17,2,468,28,51.2,27.8,1
2,0,27,1,750,33.6,52.1,25.7,0
4,1,5,0,485,38.3,51.2,27.7,1
1,0,21,1,652,25.5,50.9,27.5,1
3,0,16,1,509,21.1,59.8,20,1
2,1,8,0,567,32.3,55.6,28.3,1
2,0,3,0,504,29.3,47.2,24.5,0
2,1,7,1,448,17.3,43,23.3,0
1,0,25,0,792,51,54.8,27.7,1
2,1,2,2,400,6.9,53.9,20,1
2,1,8,0,541,32.1,57.3,20,1
1,0,21,2,414,42.4,51.1,20.6,1
4,1,7,0,501,30.8,50.6,21.7,0
4,1,6,0,482,35.8,45.8,22.2,1
1,0,32,1,817,28.9,53.2,26.5,1
4,1,3,1,400,33.3,51.5,26.6,0
2,1,5,2,400,29.3,42.4,21.7,0
1,0,0,0,487,47.5,55.6,20.9,1
4,1,2,0,455,29,47.5,23.2,0
4,0,10,1,474,24.9,49.6,20,1
3,1,7,0,523,32.1,45.1,22.6,0
2,1,3,0,459,44.8,48.8,29,1
2,1,5,1,422,34.3,48.1,25.9,0
1,1,1,0,502,27.8,56.6,27.4,1
3,1,6,0,567,22.3,51.5,27.8,1
2,1,13,0,663,34.7,66.9,25.3,1
1,1,6,1,448,39.1,52.5,28,1
2,1,0,1,400,10.3,55.6,25.6,0
1,1,6,0,553,27.7,49.4,24.4,0
1,0,33,2,495,3.7,56.3,25,0
1,1,10,1,532,15,57.5,28.4,1
3,0,26,2,499,25.3,50.7,27.2,1
2,1,0,0,453,45.6,58.8,20.8,1
3,1,9,1,510,17.5,49.2,20.4,1
3,0,6,0,526,30.4,58.3,27.3,1
3,0,17,1,505,30.9,55.5,27.2,1
3,1,12,2,400,22,54,23.7,0
3,0,31,1,632,35.4,51.5,24.7,1
3,0,14,0,566,28.9,46.5,28.4,1
3,0,26,0,742,21.3,62.2,25.8,1
2,0,13,0,542,29.8,47,27.3,1
4,1,5,1,400,16.1,48,20,1
2,0,19,1,564,34,54.2,28.6,1
3,0,16,2,417,31.9,56.5,23.9,0
1,0,3,0,462,43.3,45.6,22.3,1
3,0,16,1,473,34.3,44.6,25.9,0
3,0,8,1,457,54.3,44.3,27.8,1
2,0,8,0,479,41.6,53.4,29.9,1
1,0,35,2,710,18.3,52.4,25.1,0
4,1,7,2,400,9.3,42.8,22.3,0
2,0,15,0,571,37,48.8,28.7,1
3,0,6,0,486,38,48.3,27.2,1
3,0,31,2,459,17,58.3,25,0
3,0,30,1,801,34.9,52.3,27.7,1
1,1,0,1,400,33.4,42.8,25.3,0
4,1,10,0,634,29.9,57.1,25.4,0
2,0,11,0,580,34.4,49.2,21.5,0
4,1,9,2,400,17,40.7,26.4,0
1,0,27,2,519,19.8,44.5,26.3,0
1,0,21,1,667,31.4,59.6,20.1,1
1,1,1,0,499,46.3,44.4,24.2,1
1,0,23,1,673,25.9,52,28.2,1
4,0,8,0,555,55.7,44.7,25.6,1
4,0,23,2,439,25.7,55.7,22.8,0
4,0,16,1,539,27.7,46.4,28.3,1
4,0,4,1,401,41.1,55.8,20.5,1
3,0,5,2,400,30.8,44.6,20,1
4,0,5,1,400,31.1,51,26.9,0
1,0,14,0,600,30,45.8,23.3,0
2,1,11,0,649,51.2,47.3,20,1
2,0,9,0,566,39.8,50.1,24.8,1
1,0,15,0,674,27.8,47.3,25.5,0
1,0,8,0,603,27,54.1,22.4,0
3,0,17,1,541,26,59.9,20,1
4,0,14,1,522,35,44,24.6,0
3,0,7,1,489,36.7,43.3,22.2,1
2,0,6,0,579,45.9,41.9,21.9,1
3,0,10,0,629,23.6,54.3,21.3,0
2,0,24,1,549,23.9,61.5,21.4,1
1,1,8,0,550,37.1,53.3,21.3,1
2,0,9,0,622,15.3,52.3,21.3,0
3,1,16,1,557,14.9,58.4,23.4,0
3,0,15,1,520,24.8,53.2,27.6,1
2,1,3,1,400,17.9,55.2,26.2,0
3,0,14,0,667,45.2,55.4,21.6,1
1,0,22,2,400,35.3,57,21.6,1
1,0,7,0,609,14.6,43.6,22.7,0
1,0,10,1,400,34.8,37.9,23.9,1
4,0,8,0,600,37.5,56.4,22.9,1
3,0,0,1,400,39.3,43.3,25.9,1
4,1,5,2,400,16.6,37.2,20,1
4,0,6,1,419,21.3,48.3,20,1
1,0,13,1,471,24,53.7,21.6,0
3,0,23,1,654,37.1,57.3,21.1,1
4,1,5,1,400,26.8,53.9,21.7,0
3,0,21,2,411,23.6,52.3,21.1,0
1,1,4,2,400,15.3,39.9,22.8,1
3,1,4,1,400,14.3,43.9,26.2,0
1,0,11,2,400,10.5,39.3,24.8,1
2,1,5,2,400,32.3,50.9,23.2,0
4,0,11,1,533,30.8,52.1,20,1
3,0,12,1,458,42.6,46.9,20,1
4,0,24,2,444,18.1,55.3,26,0
1,1,11,1,514,18.2,43.5,21.7,0
3,1,3,2,400,19,50.4,25.5,0
4,0,16,0,715,35.7,65.2,26.6,1
4,0,9,2,400,16.1,51.1,20.7,1
3,0,15,0,575,40.1,56.1,21.8,1
1,1,7,2,400,12.6,54.5,21,0
2,1,8,1,437,20.9,61.5,26.6,1
4,0,29,2,693,7.9,49.4,25.2,0
2,0,10,2,400,21.1,46.5,27.7,1
2,0,14,0,758,21.6,43.8,23,0
1,0,29,1,789,40.8,56.3,26.7,1
1,1,3,0,501,22.8,52.5,20.8,1
3,0,8,1,400,31,39.3,24.8,1
2,1,0,0,441,33.3,55.3,21.2,0
3,0,8,1,442,28.9,43.9,28.2,1
4,0,28,1,820,13.2,60.4,29.3,1
3,1,2,0,553,25.3,48.4,26.7,0
3,0,12,0,647,31.8,44.8,21.3,0
3,0,15,0,792,40.7,54.5,27.3,1
4,0,32,0,944,16.6,62.6,25.5,1
3,0,30,2,686,9.5,52.8,27.2,1
1,1,5,0,528,27.1,53.4,20,1
1,0,29,1,707,26,56.9,22.4,0
4,0,21,1,541,27.1,55.4,23.2,0
2,0,14,0,637,34.2,50.5,26,0
1,0,5,1,401,27.5,53.5,28.2,1
2,0,5,0,517,58.4,48.6,28.8,1
1,0,6,0,515,31,55.2,28.8,1
2,1,4,0,531,43.2,44.5,22.7,1
2,0,22,1,535,36.3,61.3,23.6,1
2,1,10,0,585,22.4,64,23.9,1
4,0,23,2,509,5.4,53.1,25.2,0
1,1,7,1,439,35.9,44.9,20.5,1
4,1,14,2,400,14.1,57.9,20,1
2,0,11,2,400,47.6,52.8,27.5,1
4,1,12,0,628,31.2,46.8,20,1
4,0,5,1,400,20.1,42.7,25.8,0
2,0,19,2,416,25.1,45.4,28.3,1
2,1,1,2,400,30.5,52.1,20,1
1,1,1,0,515,27,56.1,22.3,0
2,0,27,1,738,22.1,54.3,24.6,0
3,1,11,1,493,7.1,46.7,20,1
4,0,23,2,419,35.4,54.6,20,1
3,1,5,0,488,39.5,54.4,26.5,1
4,1,9,0,578,26.7,65.1,26.8,1
1,0,7,0,484,22.5,59.9,20.9,1
1,0,19,2,417,23.8,53.8,23.3,0
4,0,15,0,639,45,56.5,20.1,1
4,0,7,1,467,22.8,51.1,20.9,1
3,1,8,2,400,3,38,20.4,1
1,0,16,2,412,3,39.8,21.8,1
1,0,12,0,605,37.7,51.9,26.3,1
4,0,8,1,436,30.5,49.9,27.2,1
2,0,32,2,713,5.8,60.5,22.1,1
3,0,24,2,504,20.9,51.9,25.2,0
4,1,4,1,474,24.2,47.4,21.3,0
3,1,0,0,498,19.6,64.8,26.9,1
4,1,13,0,622,25.4,50.5,21.9,0
3,0,25,0,777,11.3,63.2,25.6,1
4,0,30,2,637,17.4,50.2,23.9,0
1,0,7,0,625,48.9,49,25.1,1
2,0,7,1,447,30.1,52.9,20.9,1
1,1,7,1,400,36.1,52.7,20,1
1,0,5,1,422,34.6,42.8,27.5,1
4,0,10,1,462,12.2,48.8,28.3,1
3,0,9,1,532,15.2,41.7,22.3,0
2,1,11,0,638,38.6,41.4,25.7,1
2,1,9,0,495,39.9,56.8,21.7,1
2,0,13,0,692,40.8,47.6,27.2,1
1,1,10,1,471,11.9,49.5,20,1
4,0,7,0,460,19,49.5,20.2,1
1,1,6,0,555,31.2,48.8,24.8,0
2,0,8,0,554,32.8,51.4,30.2,2
4,0,1,0,427,42.6,58.2,20.6,1
3,1,7,2,400,14.6,38.3,20,1
3,0,9,0,572,36.6,47.2,28.5,1
1,1,3,0,592,33,41.2,26.4,0
2,1,6,1,491,34.8,50.4,22.1,0
4,0,0,0,526,33.3,47.5,27.4,1
3,0,8,0,523,25.4,47.4,24.4,0
2,1,2,0,504,31.1,58.3,21.1,0
3,0,9,2,400,10.4,43,21,0
2,1,2,0,573,41.4,44,28.8,1
3,0,3,2,400,15.5,54.8,20,1
2,1,0,1,400,48.8,61.9,25.7,1
3,0,9,0,564,26.1,47.9,22.9,0
1,0,30,2,708,26.6,46.2,26,0
1,1,2,1,400,35.8,43.2,27.1,1
1,0,26,2,477,22,50.2,21.4,0
3,1,4,0,505,29.5,59.6,26.8,0
3,1,4,0,499,22.1,55.7,26.8,0
4,0,8,2,400,13.7,41.3,20,1
4,0,23,0,867,31,61.3,27.2,1
2,0,11,2,400,20.7,40.9,24.7,0
3,1,4,1,440,32,51.5,20,1
2,1,0,1,400,39.4,48.2,27.9,1
3,0,8,1,400,25.2,50.2,22.2,0
4,0,12,0,654,25.2,49.4,20,1
3,0,6,0,566,36.3,54.6,27.4,1
3,0,13,0,570,29.1,43.2,22.9,0
4,1,10,1,424,16.3,52.9,21.4,0
4,0,22,0,800,40.8,56.4,26.5,1
4,1,0,0,421,17.3,42.6,23.3,0
4,1,8,2,400,23.2,40.1,22.8,0
1,0,10,2,400,15.4,41.3,23.4,0
3,0,7,1,412,28.4,38,27,1
2,0,14,0,639,53.4,60.5,21.3,1
2,0,25,2,619,28,57.2,23.8,0
2,0,8,1,400,30.5,45.3,24.6,0
1,0,15,1,529,33.9,56.3,20.8,1
2,1,0,1,400,21.4,36.8,26.7,1
1,1,3,0,529,38,61,26.8,1
3,1,6,0,430,28.1,65.3,25.1,1
4,0,5,2,400,13,43,26.1,0
2,0,0,2,400,33.2,42.2,24.5,0
2,1,14,1,522,16,47.8,26.5,0
2,1,6,0,453,24.5,51.4,28.1,1
4,0,11,0,687,23.2,46.2,20.3,1
2,0,21,2,433,8,50.5,21.6,0
3,0,2,2,400,22,42.1,28,1
2,0,25,2,575,21.4,49.6,30.3,2
3,0,19,1,589,22.8,56.6,23.7,0
3,1,9,2,400,34.5,44.9,28.2,1
2,1,9,0,523,31,56.7,26.2,0
3,1,8,1,400,40.7,52.2,26.9,1
2,0,24,0,760,34,65.3,25.5,1
1,0,11,1,400,32.9,45.7,26,0
1,0,3,1,400,15.4,48,27.7,1
4,0,21,0,770,33.7,51.8,27.2,1
1,1,2,1,400,25.8,43,21.4,0
2,1,10,2,400,21.7,47.4,25.1,0
1,1,6,1,420,23.2,40.2,25.8,0
4,0,9,1,451,19.7,46.4,20.9,1
1,1,1,0,579,38.1,45.6,20,1
1,1,0,1,400,23.6,47.8,20.4,1
2,1,3,0,424,31.6,44.7,26.8,0
1,0,10,0,606,45.7,52.1,21.3,1
2,0,25,0,713,32.5,58.5,26.3,0
