Room_ID,DayType,Occupancy,Ventilation_Status,CO2,PM2.5,Humidity,Temperature,AQ_Label
1,0,26.0,1.0,730.27,60.65,64.06,18.34,0
1,0,1.0,0.0,986.88,49.45,30.21,27.09,1
1,0,22.0,0.0,911.4,52.26,53.01,20.59,1
1,0,4.0,0.0,498.32,11.62,48.15,24.63,0
1,0,5.0,1.0,838.86,70.28,60.73,21.12,1
1,0,22.0,1.0,700.14,19.38,40.11,23.2,0
1,0,36.0,1.0,512.11,49.18,39.75,23.47,0
1,0,7.0,1.0,461.93,56.67,42.67,19.85,0
1,0,47.0,0.0,606.67,9.29,39.85,27.7,0
1,0,24.0,1.0,817.48,33.33,30.88,25.75,1
1,0,21.0,0.0,648.22,45.31,55.13,27.39,0
1,0,22.0,1.0,952.62,5.1,54.51,26.95,1
1,0,42.0,0.0,638.67,5.1,,23.98,0
1,0,21.0,1.0,922.13,34.68,57.91,27.22,1
1,0,15.0,0.0,479.05,27.92,55.63,18.88,0
1,0,19.0,1.0,657.57,60.57,39.28,19.96,0
1,0,13.0,1.0,989.24,,59.61,18.45,1
1,0,48.0,0.0,746.28,8.4,64.22,21.25,0
1,0,0.0,0.0,962.55,60.08,47.76,21.89,1
1,0,43.0,0.0,420.92,43.19,51.62,20.71,0
1,0,0.0,0.0,546.48,25.43,61.37,26.29,0
1,0,9.0,1.0,599.21,,48.62,21.57,0
1,0,20.0,1.0,979.63,11.31,56.66,20.81,1
1,0,15.0,0.0,746.51,70.57,38.59,23.43,0
1,0,31.0,0.0,486.14,24.87,53.37,19.41,0
1,0,30.0,0.0,415.61,36.3,31.49,26.02,0
1,0,21.0,0.0,594.95,49.78,,18.75,0
1,0,16.0,1.0,862.98,25.15,66.83,27.87,1
1,0,36.0,0.0,868.79,20.36,53.81,25.72,1
1,0,16.0,0.0,732.95,74.81,48.22,19.99,0
1,0,24.0,1.0,946.88,45.71,50.88,18.06,1
1,0,26.0,1.0,473.33,34.87,30.0,26.15,0
1,0,36.0,1.0,854.49,10.52,48.38,25.07,1
1,0,12.0,1.0,875.92,8.02,35.76,25.29,1
1,0,0.0,1.0,670.73,20.48,64.33,25.71,0
1,0,16.0,1.0,847.59,26.47,46.54,18.74,1
1,0,20.0,1.0,543.04,46.3,39.28,21.58,0
1,0,42.0,0.0,695.79,45.05,50.47,19.16,0
1,0,,1.0,525.02,73.59,44.63,26.63,0
1,0,1.0,1.0,702.74,34.36,48.4,24.23,0
1,0,1.0,1.0,,71.39,59.03,21.31,2
1,0,2.0,0.0,401.56,25.33,50.37,18.64,0
1,0,17.0,0.0,,67.62,66.6,21.11,2
1,0,1.0,,690.16,49.34,40.27,21.25,0
1,0,13.0,1.0,458.98,8.86,43.04,25.3,0
1,0,5.0,1.0,610.27,70.12,61.1,24.38,0
1,0,0.0,0.0,925.5,9.51,61.34,26.87,1
1,0,49.0,0.0,783.71,56.58,69.06,22.72,0
1,0,17.0,1.0,553.12,43.77,55.14,19.2,0
1,0,29.0,0.0,418.98,52.94,52.95,25.13,0
1,0,27.0,1.0,585.25,48.12,53.55,25.61,0
1,0,27.0,0.0,979.57,74.54,44.45,23.61,1
1,0,30.0,0.0,609.05,55.6,45.4,25.71,0
1,0,15.0,1.0,515.7,38.15,41.19,22.94,0
1,0,1.0,0.0,662.95,36.71,53.88,23.23,0
1,0,8.0,1.0,843.7,9.97,63.61,22.28,1
1,0,24.0,1.0,914.81,24.25,55.34,18.25,1
1,0,22.0,1.0,447.61,7.32,48.9,19.08,0
1,0,0.0,1.0,599.83,19.07,32.55,18.31,0
1,0,16.0,0.0,916.04,17.2,39.91,24.36,1
1,0,22.0,0.0,618.17,25.04,63.8,21.14,0
1,0,45.0,0.0,631.63,24.45,45.85,23.09,0
1,0,,1.0,912.33,26.66,65.42,27.08,1
1,0,41.0,0.0,675.84,26.83,39.71,20.49,0
1,0,9.0,0.0,482.72,10.95,53.03,22.1,0
1,0,28.0,1.0,576.7,60.69,68.55,25.56,0
1,0,8.0,0.0,795.67,68.89,52.27,20.29,0
1,0,0.0,0.0,603.21,72.82,38.36,18.77,0
1,0,15.0,1.0,735.16,7.18,39.18,20.9,0
1,0,42.0,0.0,585.46,27.64,36.31,19.61,0
1,0,37.0,0.0,931.37,39.3,30.85,27.3,1
1,0,31.0,1.0,870.56,68.22,57.7,26.08,1
1,0,21.0,1.0,520.2,51.09,61.32,24.33,0
1,0,20.0,0.0,787.57,18.02,62.81,26.71,0
1,0,33.0,1.0,452.68,66.65,32.95,26.04,0
1,0,32.0,0.0,617.98,74.91,67.69,19.87,0
1,0,0.0,0.0,737.49,24.33,54.74,26.93,0
1,0,31.0,0.0,972.21,27.2,33.53,23.39,1
1,0,12.0,1.0,857.82,48.18,33.4,26.07,1
1,0,27.0,0.0,614.42,49.46,50.39,26.96,0
1,0,8.0,1.0,959.42,5.88,39.77,21.18,1
1,0,45.0,1.0,526.27,68.81,,19.1,0
1,0,39.0,1.0,899.72,72.83,30.47,20.28,1
1,0,4.0,1.0,706.87,69.52,49.29,22.27,0
1,0,33.0,1.0,965.58,50.76,33.46,26.18,1
1,0,28.0,0.0,,45.22,33.07,26.61,2
1,0,47.0,1.0,408.27,14.08,36.35,18.07,0
1,0,29.0,0.0,598.78,9.35,30.43,23.11,0
1,0,21.0,0.0,561.51,11.07,34.14,22.17,0
1,0,17.0,1.0,989.28,26.03,53.77,20.22,1
1,0,27.0,0.0,,60.68,40.27,19.2,2
1,0,22.0,1.0,661.67,60.21,32.75,21.38,0
1,0,25.0,1.0,970.86,55.12,35.42,27.43,1
1,0,7.0,0.0,924.01,45.45,31.73,21.23,1
1,0,27.0,0.0,490.56,6.73,61.08,23.19,0
1,0,47.0,1.0,903.13,72.78,52.46,25.03,1
1,0,18.0,1.0,791.52,51.18,48.97,21.64,0
1,0,,1.0,450.7,22.26,64.93,27.72,0
1,0,43.0,1.0,410.12,68.75,33.19,27.62,0
1,0,17.0,1.0,954.15,22.53,31.49,20.52,1
1,0,10.0,1.0,655.52,45.58,46.96,22.97,0
1,0,43.0,1.0,875.74,13.33,40.56,21.01,1
1,0,23.0,1.0,439.06,73.52,49.03,20.85,0
1,0,2.0,1.0,905.63,45.16,66.14,18.37,1
1,0,31.0,0.0,740.6,12.52,47.85,24.1,0
1,0,24.0,0.0,519.91,18.67,36.85,23.03,0
1,0,37.0,0.0,553.12,41.91,61.91,18.51,0
1,0,39.0,,989.61,12.24,45.55,20.79,1
1,0,26.0,1.0,699.99,58.21,60.2,27.08,0
1,0,26.0,1.0,504.28,44.36,35.66,20.4,0
1,0,47.0,1.0,798.74,15.61,43.49,19.45,0
1,0,33.0,1.0,447.25,19.69,,22.89,0
1,0,30.0,1.0,853.39,61.04,39.42,27.86,1
1,0,11.0,1.0,926.34,59.75,55.88,20.42,1
1,0,17.0,1.0,513.42,16.25,41.73,,0
1,0,16.0,1.0,678.76,27.88,35.57,25.62,0
1,0,26.0,0.0,935.46,22.73,32.25,20.38,1
1,0,13.0,0.0,882.76,29.14,54.11,,1
1,0,46.0,0.0,420.06,29.16,33.08,21.68,0
1,0,46.0,0.0,484.75,40.28,61.95,24.32,0
1,0,43.0,0.0,990.31,23.02,44.29,24.34,1
1,0,20.0,0.0,554.74,12.19,42.2,23.36,0
1,0,35.0,0.0,715.93,24.13,54.99,18.9,0
1,0,6.0,1.0,422.06,33.69,52.26,26.35,0
1,0,41.0,1.0,488.2,65.3,69.5,,0
1,0,45.0,0.0,655.51,30.0,32.05,19.87,0
1,0,1.0,1.0,530.49,19.23,64.05,18.41,0
1,0,48.0,1.0,758.13,66.68,53.98,23.91,0
1,0,18.0,1.0,967.86,45.46,65.3,24.78,1
1,0,33.0,0.0,829.98,39.04,57.76,18.17,1
1,0,12.0,,758.67,46.5,60.49,23.12,0
1,0,41.0,0.0,417.66,56.17,61.47,20.26,0
1,0,48.0,0.0,902.18,11.18,30.61,24.45,1
1,0,33.0,0.0,754.77,71.53,63.53,19.74,0
1,0,23.0,0.0,535.56,60.59,57.17,24.91,0
1,0,30.0,1.0,829.06,73.18,67.9,21.87,1
1,0,29.0,1.0,831.27,39.82,35.33,27.37,1
1,0,35.0,0.0,782.6,29.85,66.86,19.38,0
1,0,34.0,1.0,781.5,51.16,64.18,21.41,0
1,0,29.0,1.0,696.49,12.64,39.05,,0
1,0,4.0,1.0,678.17,19.63,34.96,27.25,0
1,0,24.0,0.0,416.78,12.48,55.14,26.77,0
1,0,37.0,1.0,893.79,38.06,57.04,20.58,1
1,0,20.0,0.0,963.19,26.35,58.44,24.6,1
1,0,1.0,1.0,965.4,19.34,63.82,26.17,1
1,0,12.0,1.0,765.52,6.64,52.27,23.55,0
1,0,13.0,0.0,784.9,53.58,41.36,23.3,0
1,0,13.0,0.0,740.91,36.37,64.28,20.42,0
1,0,3.0,0.0,630.93,32.49,47.34,18.93,0
1,0,10.0,1.0,909.76,19.12,47.38,26.97,1
1,0,41.0,0.0,400.14,35.72,49.7,27.0,0
1,0,31.0,1.0,563.74,48.62,63.42,24.33,0
1,0,23.0,1.0,955.11,10.6,68.83,21.39,1
1,0,39.0,1.0,498.34,13.56,36.84,21.49,0
1,0,46.0,1.0,929.3,30.82,34.89,25.26,1
1,0,46.0,0.0,869.83,46.41,41.51,26.97,1
1,0,17.0,1.0,787.0,8.72,66.17,26.87,0
1,0,4.0,0.0,778.69,51.41,51.12,25.8,0
1,0,42.0,1.0,655.21,63.71,30.23,24.42,0
1,0,6.0,0.0,416.51,23.83,53.28,18.84,0
1,0,45.0,1.0,776.48,36.05,51.96,19.62,0
1,0,22.0,1.0,542.4,29.92,33.19,26.99,0
1,0,12.0,1.0,524.55,27.22,35.96,24.06,0
1,0,26.0,1.0,569.58,50.51,33.72,18.09,0
1,0,12.0,1.0,606.4,71.53,50.85,19.01,0
1,0,8.0,,512.79,30.54,51.24,24.64,0
1,0,,0.0,988.18,51.51,48.41,18.05,1
1,0,41.0,0.0,781.77,21.01,48.04,19.61,0
1,0,29.0,1.0,640.64,64.61,53.22,23.49,0
1,0,28.0,0.0,428.24,21.88,56.49,24.92,0
1,0,36.0,0.0,905.85,9.84,68.55,24.52,1
1,0,33.0,0.0,617.95,26.05,51.81,20.24,0
1,0,13.0,1.0,776.99,32.85,40.63,25.12,0
1,0,37.0,0.0,860.29,28.65,68.98,20.37,1
1,0,37.0,0.0,779.36,54.97,34.23,21.25,0
1,0,21.0,1.0,825.62,53.03,42.51,25.46,1
1,0,29.0,,673.01,65.73,66.1,24.5,0
1,0,30.0,1.0,431.1,36.75,67.75,26.49,0
1,0,37.0,0.0,924.19,12.41,55.8,24.58,1
1,0,45.0,0.0,477.58,73.66,30.58,23.68,0
1,0,20.0,1.0,967.53,64.24,47.7,18.94,1
1,0,1.0,1.0,846.57,60.69,67.31,21.68,1
1,0,4.0,0.0,799.16,61.62,65.59,20.65,0
1,0,15.0,0.0,722.69,20.7,65.75,20.44,0
1,0,39.0,1.0,921.14,65.95,41.75,27.73,1
1,0,14.0,0.0,887.53,30.76,62.99,21.93,1
1,0,36.0,0.0,587.11,54.41,56.89,26.92,0
1,0,21.0,0.0,647.1,8.53,65.75,24.31,0
1,0,2.0,0.0,558.43,36.59,55.52,25.95,0
1,0,22.0,0.0,546.95,54.01,45.01,23.03,0
1,0,34.0,1.0,802.86,38.83,55.38,23.77,1
1,0,31.0,1.0,953.25,37.4,44.31,22.93,1
1,0,30.0,1.0,913.56,30.91,30.1,19.95,1
1,0,5.0,1.0,535.59,16.42,62.67,25.22,0
1,0,26.0,0.0,961.02,59.7,63.97,20.81,1
1,0,22.0,0.0,669.07,54.63,59.92,18.24,0
1,0,6.0,1.0,598.05,27.49,39.1,24.45,0
1,0,49.0,0.0,522.58,55.52,35.44,19.77,0
1,0,32.0,1.0,798.16,38.51,36.8,27.4,0
1,0,47.0,1.0,667.97,25.13,50.04,27.54,0
1,0,33.0,0.0,705.12,73.9,40.57,27.15,0
1,0,43.0,0.0,551.85,37.03,65.13,21.7,0
1,0,1.0,1.0,802.87,17.4,51.77,18.15,1
1,0,46.0,1.0,470.37,39.84,48.01,27.28,0
1,0,33.0,0.0,935.94,47.17,64.86,22.28,1
1,0,1.0,1.0,761.25,,33.24,27.67,0
1,0,11.0,0.0,674.11,46.76,64.84,27.64,0
1,0,46.0,1.0,501.54,10.57,62.09,26.53,0
1,0,44.0,1.0,734.5,49.6,57.48,20.94,0
1,0,5.0,0.0,571.02,16.62,34.44,21.85,0
1,0,17.0,1.0,901.34,55.01,32.1,26.51,1
1,0,21.0,1.0,709.22,38.4,36.64,21.17,0
1,0,24.0,1.0,401.51,73.64,40.81,19.69,0
1,0,8.0,1.0,648.31,25.08,54.65,23.57,0
1,0,12.0,1.0,930.96,53.71,33.21,27.36,1
1,0,46.0,0.0,593.69,13.52,37.32,24.96,0
1,0,41.0,0.0,523.79,64.85,38.02,23.7,0
1,0,42.0,1.0,439.0,36.53,56.83,18.97,0
1,0,29.0,1.0,606.59,69.03,43.85,24.15,0
1,0,0.0,0.0,949.5,8.52,41.01,27.9,1
1,0,47.0,1.0,579.2,67.24,31.16,19.4,0
1,0,48.0,1.0,520.18,55.49,33.77,23.18,0
1,0,37.0,0.0,648.79,47.72,51.99,26.77,0
1,0,39.0,1.0,688.76,29.99,55.33,25.41,0
1,0,34.0,1.0,959.49,36.04,59.69,24.97,1
1,0,32.0,1.0,656.31,52.8,49.9,25.02,0
1,0,15.0,1.0,958.59,25.18,40.76,21.59,1
1,0,14.0,1.0,414.74,60.78,41.7,20.94,0
1,0,2.0,1.0,466.14,37.4,56.03,26.09,0
1,0,11.0,1.0,521.13,38.79,47.06,26.1,0
1,0,45.0,1.0,,12.35,36.34,26.67,2
1,0,38.0,1.0,540.38,58.56,30.16,27.13,0
1,0,47.0,1.0,926.24,11.61,40.4,23.11,1
1,0,48.0,1.0,402.56,44.39,60.22,23.02,0
1,0,,0.0,996.27,9.01,56.59,25.98,1
1,0,34.0,1.0,632.6,49.18,33.9,24.5,0
1,0,2.0,0.0,599.92,65.03,47.77,25.02,0
1,0,38.0,0.0,823.97,14.28,35.78,25.96,1
1,0,42.0,0.0,768.01,34.58,48.92,26.9,0
1,0,24.0,,607.84,55.82,34.43,21.38,0
1,0,10.0,0.0,440.02,30.97,57.18,21.76,0
1,0,6.0,0.0,882.36,18.26,53.36,18.94,1
1,0,16.0,0.0,786.68,48.81,40.36,23.78,0
1,0,27.0,,999.13,59.95,69.7,18.36,1
1,0,27.0,1.0,717.39,23.04,53.55,22.66,0
1,0,47.0,0.0,406.96,64.0,40.75,23.43,0
1,0,38.0,1.0,721.24,64.4,44.31,20.87,0
1,0,22.0,1.0,802.24,14.02,66.65,23.91,1
1,0,8.0,1.0,539.57,56.62,38.13,18.31,0
1,0,17.0,1.0,775.15,63.25,38.15,18.37,0
1,0,20.0,0.0,601.42,27.56,52.82,26.23,0
1,0,39.0,0.0,804.07,59.82,43.29,21.6,1
1,0,29.0,1.0,985.86,62.23,42.17,19.27,1
1,0,24.0,0.0,884.06,68.8,46.41,23.22,1
1,0,35.0,1.0,927.41,42.45,63.24,25.7,1
1,0,42.0,1.0,956.47,24.64,63.64,20.16,1
1,0,5.0,0.0,716.46,67.48,56.63,24.23,0
1,0,9.0,1.0,620.73,60.96,53.09,18.85,0
1,0,25.0,1.0,970.29,5.0,30.63,18.52,1
1,0,42.0,0.0,771.84,57.41,52.6,23.31,0
1,0,23.0,1.0,560.77,9.99,68.16,23.41,0
1,0,22.0,0.0,529.05,45.51,63.49,24.37,0
1,0,19.0,1.0,815.19,8.16,35.78,25.26,1
1,0,9.0,1.0,637.79,67.78,68.96,27.76,0
1,0,19.0,1.0,573.94,6.64,38.67,23.16,0
1,0,18.0,1.0,538.07,58.69,34.95,21.23,0
1,0,4.0,0.0,488.4,7.33,41.56,25.95,0
1,0,13.0,0.0,686.43,67.6,35.65,20.71,0
1,0,32.0,0.0,606.18,33.21,38.99,22.39,0
1,0,47.0,,680.74,69.44,42.35,18.78,0
1,0,28.0,0.0,549.83,42.49,53.63,18.25,0
1,0,22.0,0.0,973.42,34.21,54.55,27.63,1
1,0,39.0,0.0,485.92,27.46,51.38,26.36,0
1,0,37.0,0.0,967.39,,41.93,24.96,1
1,0,26.0,,659.86,43.28,68.14,22.09,0
1,0,,1.0,693.05,59.16,41.87,19.73,0
1,0,33.0,1.0,506.44,48.9,46.04,19.56,0
1,0,39.0,1.0,665.56,53.09,46.89,20.5,0
1,0,20.0,1.0,465.77,34.48,30.9,23.49,0
1,0,45.0,0.0,979.36,27.14,47.15,25.15,1
1,0,25.0,1.0,622.68,,43.53,24.6,0
1,0,31.0,1.0,528.56,42.84,32.83,20.8,0
1,0,40.0,0.0,847.94,60.29,62.45,27.55,1
1,0,36.0,1.0,598.05,60.75,58.47,25.38,0
1,0,49.0,0.0,764.01,18.68,41.34,23.54,0
1,0,16.0,1.0,478.54,51.6,40.42,24.12,0
1,0,39.0,,671.75,74.59,66.19,22.2,0
1,0,15.0,0.0,568.02,50.88,37.57,20.48,0
1,0,31.0,0.0,870.14,61.64,64.95,21.56,1
1,0,2.0,0.0,481.68,64.59,33.11,25.58,0
1,0,2.0,1.0,780.97,54.03,63.58,18.14,0
1,0,7.0,0.0,404.36,55.34,51.67,19.16,0
1,0,42.0,1.0,417.93,27.77,61.03,18.46,0
1,0,32.0,1.0,752.61,23.51,33.72,18.41,0
1,0,37.0,1.0,919.68,67.81,46.8,26.55,1
1,0,7.0,0.0,676.98,7.2,48.01,25.04,0
1,0,36.0,0.0,652.0,15.49,50.61,22.74,0
1,0,4.0,1.0,453.95,55.04,55.11,18.98,0
1,0,45.0,0.0,884.79,65.51,45.58,22.92,1
1,0,9.0,0.0,688.75,73.21,47.9,22.73,0
1,0,40.0,1.0,543.27,41.54,44.81,19.73,0
1,0,21.0,1.0,877.86,19.47,57.95,22.34,1
1,0,11.0,0.0,668.74,57.42,66.34,21.99,0
1,0,10.0,0.0,486.33,6.59,34.57,24.16,0
1,0,20.0,1.0,455.46,9.35,41.5,24.35,0
1,0,5.0,0.0,979.43,73.74,38.79,18.45,1
1,0,30.0,0.0,785.18,63.36,67.57,21.75,0
1,0,29.0,1.0,546.31,6.41,,24.26,0
1,0,36.0,0.0,,20.86,35.72,23.03,2
1,0,37.0,1.0,865.05,69.58,45.92,26.56,1
1,0,18.0,0.0,935.09,62.65,48.95,24.59,1
1,0,18.0,0.0,755.7,60.83,54.92,19.63,0
1,0,32.0,0.0,945.06,8.65,38.61,18.71,1
1,0,32.0,0.0,664.92,23.39,50.08,24.42,0
1,0,34.0,1.0,915.04,56.72,62.06,18.27,1
1,0,12.0,1.0,419.67,57.1,56.4,23.86,0
1,0,11.0,0.0,805.86,74.01,34.17,27.4,1
1,0,36.0,0.0,636.24,30.67,66.49,23.75,0
1,0,36.0,1.0,838.68,44.52,43.54,21.88,1
1,0,13.0,1.0,824.95,41.72,46.98,24.43,1
1,0,22.0,1.0,731.47,54.02,57.7,22.58,0
1,0,8.0,0.0,913.96,40.99,48.45,23.46,1
1,0,14.0,0.0,893.92,37.47,53.52,27.41,1
1,0,40.0,0.0,986.58,70.38,49.11,21.86,1
1,0,38.0,1.0,556.76,14.45,42.31,27.61,0
1,0,28.0,0.0,720.2,23.32,,27.05,0
1,0,0.0,1.0,824.94,32.02,42.46,19.96,1
1,0,33.0,,958.48,60.7,47.95,18.69,1
1,0,37.0,1.0,920.45,22.21,38.1,19.01,1
1,0,31.0,1.0,697.57,66.25,32.43,18.18,0
1,0,6.0,1.0,705.23,27.4,57.95,18.94,0
1,0,9.0,0.0,501.78,19.31,35.04,24.83,0
1,0,41.0,0.0,920.79,27.95,62.89,18.71,1
1,0,6.0,1.0,575.57,59.14,44.56,21.19,0
1,0,24.0,0.0,825.96,42.88,39.96,26.45,1
1,0,48.0,1.0,773.2,21.29,46.39,18.23,0
1,0,4.0,1.0,570.9,26.37,35.98,26.14,0
1,0,45.0,1.0,952.7,16.49,63.96,20.82,1
1,0,23.0,0.0,690.89,57.32,36.67,19.18,0
1,0,8.0,0.0,937.45,56.19,49.75,24.97,1
1,0,45.0,0.0,546.99,65.93,36.48,24.29,0
1,0,39.0,1.0,508.59,71.82,31.83,26.77,0
1,0,41.0,1.0,757.65,74.91,61.91,25.35,0
1,0,47.0,1.0,689.85,66.99,52.3,26.03,0
1,0,17.0,1.0,636.05,12.38,33.12,20.82,0
1,0,31.0,1.0,805.69,50.51,65.72,19.77,1
1,0,45.0,0.0,985.35,47.76,45.7,25.51,1
1,0,41.0,0.0,595.24,66.99,47.04,26.07,0
1,0,19.0,1.0,774.99,14.13,49.8,27.91,0
1,0,33.0,0.0,873.46,28.86,38.99,22.13,1
1,0,5.0,0.0,574.27,74.59,52.03,21.72,0
1,0,18.0,1.0,579.66,16.68,40.0,25.76,0
1,0,34.0,1.0,954.23,50.8,63.44,21.41,1
1,0,31.0,1.0,475.14,55.38,63.05,27.31,0
1,0,10.0,1.0,591.08,56.05,49.08,26.58,0
1,0,29.0,0.0,728.75,73.72,51.27,22.29,0
1,0,45.0,0.0,701.16,31.12,69.71,25.51,0
1,0,,1.0,795.5,9.78,61.81,25.55,0
1,0,15.0,0.0,463.79,15.6,32.52,19.03,0
1,0,39.0,1.0,966.0,7.99,36.9,27.03,1
1,0,4.0,1.0,639.47,,53.84,23.05,0
1,0,42.0,1.0,787.03,17.34,44.87,,0
1,0,0.0,0.0,840.81,19.17,62.16,21.2,1
1,0,43.0,0.0,808.15,,55.64,26.96,1
1,0,15.0,1.0,836.3,31.53,69.63,21.89,1
1,0,21.0,0.0,728.88,28.48,30.52,18.11,0
1,0,16.0,1.0,967.84,33.98,47.54,27.05,1
1,0,44.0,1.0,676.14,52.64,46.3,18.91,0
1,0,19.0,0.0,909.86,47.69,47.37,21.19,1
1,0,39.0,1.0,542.06,51.19,65.41,27.5,0
1,0,12.0,1.0,879.06,42.26,46.24,27.51,1
1,0,42.0,0.0,777.92,57.66,61.85,23.73,0
1,0,0.0,1.0,,14.33,55.31,24.32,2
1,0,44.0,0.0,778.66,57.88,49.51,22.48,0
1,0,31.0,0.0,547.99,16.02,57.71,20.93,0
1,0,38.0,1.0,435.42,48.33,39.16,21.29,0
1,0,22.0,0.0,816.72,68.36,35.69,24.73,1
1,0,10.0,1.0,548.4,46.1,68.69,25.52,0
1,0,16.0,1.0,948.07,55.04,45.66,25.92,1
1,0,44.0,0.0,980.84,31.26,42.15,25.9,1
1,0,27.0,1.0,976.07,35.87,40.61,18.91,1
1,0,30.0,1.0,524.68,45.27,54.89,22.94,0
1,0,18.0,0.0,726.46,6.44,69.86,18.58,0
1,0,25.0,0.0,972.89,32.45,65.8,23.5,1
1,0,41.0,0.0,401.36,46.78,46.02,22.42,0
1,0,23.0,1.0,483.82,34.56,65.81,26.88,0
1,0,6.0,1.0,728.36,60.81,48.28,21.51,0
1,0,31.0,1.0,656.6,50.89,34.37,19.17,0
1,0,46.0,1.0,507.15,22.95,37.51,19.43,0
1,0,9.0,0.0,652.45,55.02,39.72,25.62,0
1,0,46.0,0.0,470.07,55.96,66.71,24.18,0
1,0,9.0,1.0,581.14,64.33,69.16,19.01,0
1,0,7.0,0.0,446.76,11.71,39.08,18.84,0
1,0,45.0,0.0,655.13,55.94,46.12,25.01,0
1,0,5.0,0.0,978.62,26.8,69.26,18.73,1
1,0,32.0,0.0,818.32,27.03,,26.22,1
1,0,28.0,0.0,601.9,44.88,47.71,25.06,0
1,0,19.0,1.0,918.39,,48.11,18.81,1
1,0,39.0,0.0,431.51,66.47,65.14,18.85,0
1,0,34.0,1.0,499.45,10.93,31.17,27.87,0
1,0,5.0,1.0,491.82,40.98,67.23,21.74,0
1,0,38.0,0.0,734.64,59.56,33.57,21.71,0
1,0,10.0,1.0,468.81,65.12,66.06,26.13,0
1,0,40.0,0.0,439.09,45.74,32.56,27.47,0
1,0,30.0,1.0,971.29,40.01,68.76,27.86,1
1,0,0.0,0.0,975.3,14.52,30.34,25.53,1
1,0,37.0,0.0,584.75,34.18,68.6,21.76,0
1,0,39.0,1.0,977.59,50.72,,18.84,1
1,0,33.0,1.0,688.61,50.45,35.01,25.77,0
1,0,32.0,1.0,775.14,66.45,68.52,23.58,0
1,0,17.0,1.0,437.84,8.9,61.67,22.24,0
1,0,14.0,1.0,775.76,38.51,63.59,27.06,0
1,0,9.0,0.0,838.09,24.18,47.26,19.11,1
1,0,26.0,1.0,779.73,17.13,33.21,22.93,0
1,0,3.0,0.0,850.56,39.76,35.96,18.11,1
1,0,1.0,0.0,773.93,9.25,66.95,22.69,0
1,0,19.0,0.0,892.23,16.02,,18.56,1
1,0,29.0,,845.37,49.54,60.23,19.19,1
1,0,46.0,1.0,926.11,71.83,57.61,19.18,1
1,0,42.0,0.0,875.74,,48.95,24.49,1
1,0,20.0,0.0,828.92,63.18,64.42,25.46,1
1,0,27.0,1.0,,7.16,56.18,23.83,2
1,0,15.0,0.0,811.03,53.75,59.59,27.62,1
1,0,35.0,0.0,589.58,56.31,63.48,21.75,0
1,0,46.0,0.0,549.02,17.65,38.91,20.86,0
1,0,15.0,0.0,879.06,12.39,41.73,26.69,1
